formula,atom a,atom b,a,b,c,alpha,beta,gamma,bandgap,lowest distortion,vpa,mub,eform oxygen,e_form,e_hull,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
HfZnO3,Hf,Zn,3.765,3.765,3.765,90,90,90,0,cubic,10.672,0,-1.354,-1.546,1.417,Hf1 Zn1 O3,8,72,64,25.2,20.64,8,45,87,42,75,14.4,87,15.9994,178.49,162.4906,58.37364,50.849088,15.9994,54.8,2506,2451.2,672.616,741.3792,54.8,4,16,12,12.8,3.84,16,2,6,4,3.2,1.44,2,66,175,109,99,39.6,66,1.3,3.44,2.14,2.654,0.9432,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2.4,3.04,0,0,14,14,2.8,4.48,0,6,18,12,9.6,4.32,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,0,8,8,2.8,2.08,2,9.105,22.2,13.095,12.695,4.308,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Hf4+1 Zn2+1 O2-3,-2,4,6,3.380617019
MoSnO3,Mo,Sn,5.47,6.511,6.737,90,90,90,0,orthorhombic,11.997,0,1.663,-1.545,0.363,Mo1 Sn1 O3,8,50,42,23.2,18.24,8,50,87,37,78.2,11.28,87,15.9994,118.71,102.7106,52.53364,43.841088,15.9994,54.8,2896,2841.2,713.096,873.1616,54.8,6,16,10,13.6,3.04,16,2,5,3,3.2,1.44,2,66,154,88,98.2,38.64,66,1.96,3.44,1.48,2.888,0.6624,3.44,1,2,1,1.8,0.32,2,0,4,4,2.8,1.44,4,0,10,10,3,3.6,0,0,0,0,0,0,0,6,14,8,7.6,2.56,6,0,1,1,0.2,0.32,0,0,4,4,2,0.8,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,3.2,1.44,2,9.105,33.285,24.18,15.258,7.3836,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,81.2,83.04,12,Mo2+1 Sn4+1 O2-3,-2,4,6,3.380617019
RuZrO3,Ru,Zr,4.113,4.113,4.113,90,90,90,0,cubic,13.92,0.801,-0.259,-1.544,1.015,Ru1 Zr1 O3,8,44,36,21.6,16.32,8,44,87,43,72.2,17.76,87,15.9994,101.07,85.0706,48.05844,38.470848,15.9994,54.8,2607,2552.2,979.88,1110.096,54.8,4,16,12,12,4.8,16,2,5,3,3.2,1.44,2,66,175,109,103.8,45.36,66,1.33,3.44,2.11,2.77,0.804,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,1.8,2.16,0,0,0,0,0,0,0,4,8,4,6,0.8,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,8,8,2.2,2.64,0,0,0,0,0,0,0,2,8,6,3.6,1.92,2,9.105,23.195,14.09,12.804,4.4388,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Ru2+1 Zr4+1 O2-3,-2,4,6,3.380617019
HgTmO3,Hg,Tm,4.27,4.27,4.27,90,90,90,0,cubic,15.572,0.227,-2.668,-1.544,0.604,Hg1 Tm1 O3,8,80,72,34.6,31.92,8,37,87,50,73.8,15.84,87,15.9994,200.59,184.5906,83.504482,81.0060984,15.9994,54.8,1818,1763.2,443.344,549.8624,54.8,3,16,13,12.6,4.08,16,2,6,4,3.6,1.92,2,66,190,124,104,45.6,66,1.25,3.44,2.19,2.714,0.8712,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,14,14,5.4,6.48,0,6,26,20,11.8,6.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,1,1,0.2,0.32,0,0,2,2,1.4,0.72,2,9.105,29.78,20.675,16.46651724,8.83382069,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,Hg0+1 Tm0+1 O0+3,0,0,0,0
MnKO3,Mn,K,4.945,5.6,10.8,90,90,90,0.977,orthorhombic,14.955,0.4,-5.171,-1.543,0.118,Mn1 K1 O3,8,25,17,13.6,6.72,8,3,87,84,63.2,28.56,87,15.9994,54.938045,38.938645,28.406909,14.8890108,15.9994,54.8,1519,1464.2,403.986,446.0056,54.8,1,16,15,11.2,5.76,16,2,4,2,2.8,0.96,2,66,203,137,108,50.4,66,0.82,3.44,2.62,2.538,1.0824,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,1,7,6,5.2,1.68,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,1,5,4,2.4,1.04,2,9.105,73.10666667,64.00166667,22.18185057,20.36992644,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,229,217,96.4,101.28,12,Mn0+1 K0+1 O0+3,0,0,0,0
InPrO3,In,Pr,4.538,4.538,4.538,90,90,90,0,cubic,18.688,0.004,-4.9,-1.542,1.168,In1 Pr1 O3,8,59,51,26.4,22.08,8,17,87,70,70.6,21.44,87,15.9994,140.90765,124.90825,60.74477,53.694444,15.9994,54.8,1204,1149.2,359.63,365.796,54.8,3,16,13,12.8,3.92,16,2,6,4,3.4,1.68,2,66,203,137,108.6,51.12,66,1.13,3.44,2.31,2.646,0.9528,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2,3.2,0,0,3,3,0.6,0.96,0,5,13,8,7.2,2.32,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,0,0,0,0,0,0,11,11,2.2,3.52,0,2,11,9,4.4,2.88,2,9.105,35.675,26.57,17.45,10.014,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,73.8,74.16,12,In3+1 Pr3+1 O2-3,-2,3,5,3.273268354
ErCdO3,Er,Cd,4.08,4.08,4.08,90,90,90,0,cubic,13.588,0,-1.207,-1.542,0.9,Er1 Cd1 O3,8,68,60,28,24,8,35,87,52,73.2,16.56,87,15.9994,167.259,151.2596,65.53364,59.441088,15.9994,54.8,1770,1715.2,505.724,541.1088,54.8,3,16,13,12.6,4.08,16,2,6,4,3.4,1.68,2,66,189,123,106.2,48.24,66,1.24,3.44,2.2,2.65,0.948,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,12,12,2.4,3.84,0,6,14,8,8.8,3.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,2,2,0.4,0.64,0,0,2,2,1.6,0.64,2,9.105,30.585,21.48,15.479,7.6488,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Er0+1 Cd0+1 O0+3,0,0,0,0
TcUO3,Tc,U,4.563,4.563,4.563,90,90,90,0,cubic,19.001,1.171,-0.303,-1.541,1.261,Tc1 U1 O3,8,92,84,31.8,28.56,8,20,87,67,66.8,24.24,87,15.9994,238.02891,222.02951,76.805422,72.9672264,15.9994,54.8,2430,2375.2,800.48,894.816,54.8,3,16,13,11.6,5.28,16,2,7,5,3.6,1.92,2,66,196,130,108.2,50.64,66,1.38,3.44,2.06,2.72,0.864,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.2,1.52,0,0,3,3,0.6,0.96,0,6,7,1,6.2,0.32,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.8,3.36,0,0,11,11,2.2,3.52,0,2,20,18,6.2,5.52,2,9.105,20.025,10.92,12.325,3.864,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,58.6,55.92,12,Tc2+1 U4+1 O2-3,-2,4,6,3.380617019
TeHoO3,Te,Ho,4.302,4.302,4.302,90,90,90,0,cubic,15.929,0,-4.832,-1.541,1.025,Te1 Ho1 O3,8,67,59,28.6,24.72,8,33,90,57,76.8,17.52,87,15.9994,164.93032,148.93092,68.105704,62.5275648,15.9994,54.8,1747,1692.2,526.812,566.4144,54.8,3,16,13,13.4,4.16,16,2,6,4,3.4,1.68,2,66,192,126,105.6,47.52,66,1.23,3.44,2.21,2.73,0.852,3.44,2,2,0,2,0,2,0,4,4,3.2,1.28,4,0,10,10,2,3.2,0,0,11,11,2.2,3.52,0,6,16,10,9.4,4.08,6,0,0,0,0,0,0,0,2,2,1.6,0.64,2,0,0,0,0,0,0,0,3,3,0.6,0.96,0,2,3,1,2.2,0.32,2,9.105,34.76333333,25.65833333,18.56233333,11.3488,9.105,0,0.464,0.464,0.0928,0.14848,0,0,0,0,0,0,0,12,194,182,76.4,77.28,12,Te0+1 Ho0+1 O0+3,0,0,0,0
TbIrO3,Tb,Ir,3.953,3.953,3.953,90,90,90,0,cubic,12.356,0,-0.798,-1.54,0.719,Tb1 Ir1 O3,8,77,69,33.2,30.24,8,29,87,58,70,20.4,87,15.9994,192.217,176.2176,79.82811,76.594452,15.9994,54.8,2739,2684.2,906.48,1022.016,54.8,3,16,13,12,4.8,16,2,6,4,3.6,1.92,2,66,194,128,106.6,48.72,66,1.21,3.44,2.23,2.746,0.8328,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.4,2.24,0,0,14,14,4.6,5.52,0,6,23,17,10.4,5.28,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,5,5,1,1.6,0,2,5,3,2.8,0.96,2,9.105,31.73666667,22.63166667,14.65233333,6.833733333,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Tb3+1 Ir3+1 O2-3,-2,3,5,3.273268354
GeWO3,Ge,W,3.884,4.015,4.015,90,90,90,0,tetragonal,12.521,0.001,3.963,-1.54,0.416,Ge1 W1 O3,8,74,66,26,21.6,8,51,87,36,78.2,10.88,87,15.9994,183.84,167.8406,60.89564,53.875488,15.9994,54.8,3695,3640.2,1014.16,1151.232,54.8,6,16,10,13.6,3.04,16,2,6,4,3.2,1.44,2,66,162,96,96,36,66,2.01,3.44,1.43,2.938,0.6024,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2.8,3.36,0,0,14,14,2.8,4.48,0,6,20,14,10.4,5.28,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,6,6,1.2,1.92,0,0,0,0,0,0,0,2,6,4,3.2,1.44,2,9.105,23.005,13.9,13.274,5.0028,9.105,0,0.383,0.383,0.0766,0.12256,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Ge4+1 W2+1 O2-3,-2,4,6,3.380617019
GeGdO3,Ge,Gd,4.308,4.308,4.308,90,90,90,0,cubic,15.985,0.012,-3.459,-1.539,1.278,Ge1 Gd1 O3,8,64,56,24,19.2,8,27,87,60,73.4,18.56,87,15.9994,157.25,141.2506,55.57764,47.493888,15.9994,54.8,1586,1531.2,592.36,645.072,54.8,3,16,13,13,4,16,2,6,4,3.2,1.44,2,66,196,130,102.8,44.16,66,1.2,3.44,2.24,2.706,0.8808,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2.2,3.12,0,0,7,7,1.4,2.24,0,6,14,8,8.4,2.88,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,9,9,1.8,2.88,0,0,7,7,1.4,2.24,0,2,16,14,5.2,4.32,2,9.105,32.05,22.945,16.474,8.8428,9.105,0,0.383,0.383,0.0766,0.12256,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ge3+1 Gd3+1 O2-3,-2,3,5,3.273268354
YBiO3,Y,Bi,4.362,4.362,4.362,90,90,90,0,cubic,16.599,0,0.981,-1.539,1.102,Y1 Bi1 O3,8,83,75,29.2,25.44,8,12,87,75,71.8,23.92,87,15.9994,208.9804,192.981,69.17689,63.812988,15.9994,54.8,1799,1744.2,501.56,536.112,54.8,3,16,13,13.2,4.08,16,2,6,4,3.4,1.68,2,66,190,124,107.2,49.44,66,1.22,3.44,2.22,2.712,0.8736,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2.2,3.12,0,0,14,14,2.8,4.48,0,3,29,26,10,7.6,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,3.6,2.16,2,9.105,32.95,23.845,18.526,11.3052,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,48.4,58.24,12,Y3+1 Bi3+1 O2-3,-2,3,5,3.273268354
RhBaO3,Rh,Ba,6.182,6.182,6.182,63.5,63.5,63.5,0,rhombohedral,18.006,0.2,-11.435,-1.536,0.296,Rh1 Ba1 O3,8,56,48,25,20.4,8,9,87,78,65.8,25.44,87,15.9994,137.327,121.3276,57.64614,49.976088,15.9994,54.8,2237,2182.2,680.28,750.576,54.8,2,16,14,11.8,5.04,16,2,6,4,3.4,1.68,2,66,215,149,111,54,66,0.89,3.44,2.55,2.698,0.8904,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,9,7,5.8,1.52,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,2,2,0.4,0.64,0,0,0,0,0,0,0,0,3,3,1.8,0.72,2,9.105,63.59,54.485,20.909,17.0724,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Rh4+1 Ba2+1 O2-3,-2,4,6,3.380617019
RhBaO3,Rh,Ba,6.182,6.182,6.182,63.5,63.5,63.5,0,rhombohedral,18.006,0.2,-11.435,-1.536,0.296,Rh1 Ba1 O3,8,56,48,25,20.4,8,9,87,78,65.8,25.44,87,15.9994,137.327,121.3276,57.64614,49.976088,15.9994,54.8,2237,2182.2,680.28,750.576,54.8,2,16,14,11.8,5.04,16,2,6,4,3.4,1.68,2,66,215,149,111,54,66,0.89,3.44,2.55,2.698,0.8904,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,9,7,5.8,1.52,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,2,2,0.4,0.64,0,0,0,0,0,0,0,0,3,3,1.8,0.72,2,9.105,63.59,54.485,20.909,17.0724,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Rh4+1 Ba2+1 O2-3,-2,4,6,3.380617019
SmNaO3,Sm,Na,3.955,3.955,3.955,90,90,90,0,cubic,12.374,0.4,-2.28,-1.535,0.896,Sm1 Na1 O3,8,62,54,19.4,17.04,8,2,87,85,57.2,35.76,87,15.9994,150.36,134.3606,44.26959386,42.43616246,15.9994,54.8,1345,1290.2,376.054,387.5784,54.8,1,16,15,10.4,6.72,16,2,6,4,3,1.2,2,66,198,132,112.4,55.68,66,0.93,3.44,2.51,2.484,1.1472,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,6,6,1.2,1.92,0,1,8,7,5.4,1.76,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,8,8,1.6,2.56,0,1,8,7,3,2,2,9.105,33.23,24.125,17.95766667,10.6232,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,86.2,89.04,12,Sm0+1 Na0+1 O0+3,0,0,0,0
PtTaO3,Pt,Ta,3.97,3.97,3.97,90,90,90,0,cubic,12.514,0.207,2.354,-1.535,0.774,Pt1 Ta1 O3,8,78,70,35,32.4,8,48,87,39,74.4,15.12,87,15.9994,195.084,179.0846,84.806016,82.5679392,15.9994,54.8,3290,3235.2,1099.16,1253.232,54.8,5,16,11,12.6,4.08,16,2,6,4,3.6,1.92,2,66,170,104,100.8,41.76,66,1.5,3.44,1.94,2.82,0.744,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,9,9,2.4,2.88,0,0,14,14,5.6,6.72,0,6,24,18,12.2,7.44,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,7,7,1.6,2.16,0,0,0,0,0,0,0,2,7,5,3,1.6,2,9.105,18.12,9.015,12.091,3.5832,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Pt2+1 Ta4+1 O2-3,-2,4,6,3.380617019
AlCrO3,Al,Cr,3.745,3.745,3.745,90,90,90,0,cubic,10.504,0.541,-1.25,-1.534,1.339,Al1 Cr1 O3,8,24,16,12.2,5.04,8,49,87,38,76.6,12.48,87,15.9994,51.9961,35.9967,25.39516772,11.27492126,15.9994,54.8,2180,2125.2,655.574,720.9288,54.8,6,16,10,13.4,3.12,16,2,4,2,2.6,0.72,2,66,139,73,91.6,30.72,66,1.61,3.44,1.83,2.718,0.8664,3.44,1,2,1,1.8,0.32,2,0,4,4,2.6,1.68,4,0,5,5,1,1.6,0,0,0,0,0,0,0,3,6,3,5.4,0.96,6,0,1,1,0.2,0.32,0,0,5,5,2.2,1.12,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,3.4,1.68,2,9.105,16.48,7.375,10.997,2.2704,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Al3+1 Cr3+1 O2-3,-2,3,5,3.273268354
RuTaO3,Ru,Ta,3.969,3.969,3.969,90,90,90,0,cubic,12.505,0.602,4.265,-1.532,0.85,Ru1 Ta1 O3,8,73,65,28.2,24.24,8,48,87,39,73,16.8,87,15.9994,180.94788,164.94848,66.003216,60.0045792,15.9994,54.8,3290,3235.2,1212.28,1388.976,54.8,5,16,11,12.2,4.56,16,2,6,4,3.4,1.68,2,66,170,104,102.8,44.16,66,1.5,3.44,1.94,2.804,0.7632,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,2,2.4,0,0,14,14,2.8,4.48,0,6,19,13,9,4,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,7,7,2,2.4,0,0,0,0,0,0,0,2,7,5,3.4,1.68,2,9.105,18.12,9.015,11.789,3.2208,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Ru2+1 Ta4+1 O2-3,-2,4,6,3.380617019
ZrCuO3,Zr,Cu,3.698,3.698,3.698,90,90,90,0,cubic,10.115,0,-0.039,-1.531,0.971,Zr1 Cu1 O3,8,40,32,18.6,12.72,8,44,87,43,73.8,15.84,87,15.9994,91.224,75.2246,40.55364,29.465088,15.9994,54.8,2128,2073.2,730.034,810.2808,54.8,4,16,12,12.6,4.08,16,2,5,3,3,1.2,2,66,175,109,101,42,66,1.33,3.44,2.11,2.71,0.876,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.4,3.04,0,0,0,0,0,0,0,4,11,7,6.6,1.76,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,1,8,7,3,2,2,9.105,23.195,14.09,12.316,4.3516,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Zr4+1 Cu2+1 O2-3,-2,4,6,3.380617019
AsNbO3,As,Nb,4.013,4.013,4.013,90,90,90,0,cubic,12.927,0,2.989,-1.53,0.693,As1 Nb1 O3,8,41,33,19.6,13.92,8,47,87,40,78.4,12.56,87,15.9994,92.90638,76.90698,43.165236,32.5990032,15.9994,54.8,2750,2695.2,800.88,895.296,54.8,5,16,11,13.6,3.44,16,2,5,3,3,1.2,2,66,164,98,96.2,36.24,66,1.6,3.44,1.84,2.82,0.744,3.44,1,2,1,1.8,0.32,2,0,4,4,3,1.2,4,0,10,10,2.8,3.36,0,0,0,0,0,0,0,5,15,10,7.6,2.96,6,0,1,1,0.2,0.32,0,0,3,3,1.8,0.72,2,0,6,6,1.2,1.92,0,0,0,0,0,0,0,2,7,5,3.2,1.52,2,9.105,22.175,13.07,13.534,5.3148,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,86.2,89.04,12,As3+1 Nb3+1 O2-3,-2,3,5,3.273268354
ZnErO3,Zn,Er,4.241,4.241,4.241,90,90,90,0,cubic,15.258,-0.214,-3.753,-1.53,1.078,Zn1 Er1 O3,8,68,60,24.4,19.68,8,35,87,52,73,16.8,87,15.9994,167.259,151.2596,56.12744,48.153648,15.9994,54.8,1770,1715.2,525.416,564.7392,54.8,3,16,13,12.6,4.08,16,2,6,4,3.2,1.44,2,66,189,123,101.8,42.96,66,1.24,3.44,2.2,2.642,0.9576,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,12,12,2.4,3.84,0,6,14,8,8.8,3.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,2,2,0.4,0.64,0,0,2,2,1.6,0.64,2,9.105,30.585,21.48,14.372,6.4852,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Zn0+1 Er0+1 O0+3,0,0,0,0
BiCeO3,Bi,Ce,4.562,4.562,4.562,90,90,90,0,cubic,18.987,0.042,-4.278,-1.53,0.967,Bi1 Ce1 O3,8,83,75,33,30,8,15,87,72,72.4,22.96,87,15.9994,208.9804,192.981,79.41892,76.103424,15.9994,54.8,1071,1016.2,355.96,361.392,54.8,3,16,13,13.2,4.08,16,2,6,4,3.6,1.92,2,66,204,138,110,52.8,66,1.12,3.44,2.32,2.692,0.8976,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2.2,3.12,0,0,14,14,3,4.4,0,4,29,25,10.2,7.52,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,9,9,1.8,2.88,0,0,13,13,2.6,4.16,0,2,22,20,6.2,6.32,2,9.105,37.24,28.135,19.501,12.4752,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,48.4,58.24,12,Bi3+1 Ce3+1 O2-3,-2,3,5,3.273268354
HoPtO3,Ho,Pt,4.006,4.006,4.006,90,90,90,0,cubic,12.861,0,-0.642,-1.529,0.756,Ho1 Pt1 O3,8,78,70,33.8,30.96,8,33,87,54,71.4,18.72,87,15.9994,195.084,179.0846,81.602504,78.7237248,15.9994,54.8,2041.4,1986.6,790.56,882.912,54.8,3,16,13,12.2,4.56,16,2,6,4,3.6,1.92,2,66,192,126,105.2,47.04,66,1.23,3.44,2.21,2.766,0.8088,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,9,9,1.8,2.88,0,0,14,14,5,6,0,6,24,18,11,6,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,1,1,0.2,0.32,0,0,3,3,0.6,0.96,0,2,3,1,2.2,0.32,2,9.105,30.73333333,21.62833333,14.61366667,6.6104,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ho0+1 Pt0+1 O0+3,0,0,0,0
MnRuO3,Mn,Ru,5.218,5.328,7.506,90,90,90,0,orthorhombic,10.435,0.605,1.401,-1.529,0.072,Mn1 Ru1 O3,8,44,36,18.6,12.72,8,52,87,35,73.8,15.84,87,15.9994,101.07,85.0706,40.801249,29.7622188,15.9994,54.8,2607,2552.2,858.08,963.936,54.8,7,16,9,12.6,4.08,16,2,5,3,3,1.2,2,66,146,80,96.6,36.72,66,1.55,3.44,1.89,2.814,0.7512,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,2.4,2.88,0,0,0,0,0,0,0,6,8,2,6.6,0.72,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1.6,1.92,0,0,0,0,0,0,0,2,5,3,3,1.2,2,9.105,13.51,4.405,10.26251724,1.38902069,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,217,205,89.4,92.88,12,Mn2+1 Ru4+1 O2-3,-2,4,6,3.380617019
