formula,atom a,atom b,a,b,c,alpha,beta,gamma,bandgap,lowest distortion,vpa,mub,e_form,eform oxygen,e_hull,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
FeZnO3,Fe,Zn,4.261,4.261,4.261,90,90,90,0,cubic,15.474,1.2,-0.065,-8.42,1.467,Fe1 Zn1 O3,8,30,22,16,9.6,8,55,87,32,77,12,87,15.9994,65.38,49.3806,33.84464,21.414288,15.9994,54.8,1811,1756.2,533.616,574.5792,54.8,8,16,8,13.6,2.88,16,2,4,2,2.8,0.96,2,66,132,66,90.4,29.28,66,1.65,3.44,1.79,2.76,0.816,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,3.2,3.84,0,0,0,0,0,0,0,6,12,6,7.6,1.92,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,13.96,4.855,10.401,1.5552,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,91.8,95.76,12,Fe0+1 Zn0+1 O0+3,0,0,0,0
OsBO3,Os,B,3.382,3.382,3.382,90,90,90,0,cubic,7.736,0.003,-0.063,-0.484,1.771,Os1 B1 O3,5,76,71,21,22,8,57,87,30,78,10.8,87,10.811,190.23,179.419,49.80784,56.168864,15.9994,54.8,3306,3251.2,1163.68,1330.656,54.8,8,16,8,13.8,2.64,16,2,6,4,2.8,1.28,2,66,144,78,85.2,23.52,66,2.04,3.44,1.4,2.912,0.6336,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,6,6,1.2,1.92,0,0,14,14,2.8,4.48,0,3,22,19,8.6,5.36,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,2,5,3,3,1.2,2,7.1725,14.09,6.9175,9.7155,1.7498,9.105,0,1.524,1.524,0.3048,0.48768,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,Os3+1 B3+1 O2-3,-2,3,5,3.273268354
TaTeO3,Ta,Te,4.177,4.177,4.177,90,90,90,0,cubic,14.572,0.602,-0.061,-6.409,2.329,Ta1 Te1 O3,8,73,65,29.8,26.16,8,48,90,42,79.8,12.72,87,15.9994,180.94788,164.94848,71.309216,66.3717792,15.9994,54.8,3290,3235.2,835.412,981.8352,54.8,5,16,11,13.8,3.52,16,2,6,4,3.4,1.68,2,66,170,104,101.2,42.24,66,1.5,3.44,1.94,2.784,0.7872,3.44,2,2,0,2,0,2,0,4,4,3.2,1.28,4,0,10,10,2.6,3.12,0,0,14,14,2.8,4.48,0,6,19,13,10.6,5.52,6,0,0,0,0,0,0,0,2,2,1.6,0.64,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,7,5,3,1.6,2,9.105,34.76333333,25.65833333,16.03966667,8.3216,9.105,0,0.464,0.464,0.0928,0.14848,0,0,0,0,0,0,0,12,229,217,83.4,85.68,12,Ta0+1 Te0+1 O0+3,0,0,0,0
TcIrO3,Tc,Ir,3.926,3.926,3.926,90,90,90,0,cubic,12.103,0.785,-0.06,0.352,1.28,Tc1 Ir1 O3,8,77,69,28.8,24.96,8,53,87,34,74.8,14.64,87,15.9994,192.217,176.2176,67.64304,61.972368,15.9994,54.8,2739,2684.2,1066.68,1214.256,54.8,7,16,9,12.8,3.84,16,2,6,4,3.4,1.68,2,66,147,81,97.2,37.44,66,1.9,3.44,1.54,2.884,0.6672,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,2.4,2.88,0,0,14,14,2.8,4.48,0,6,23,17,9.6,5.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1.6,1.92,0,0,0,0,0,0,0,2,5,3,2.8,0.96,2,9.105,14.285,5.18,11.162,2.4684,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Tc2+1 Ir4+1 O2-3,-2,4,6,3.380617019
BMnO3,B,Mn,3.687,3.687,3.687,90,90,90,0,cubic,10.023,0.409,-0.058,-3.248,2.262,B1 Mn1 O3,5,25,20,10.8,5.68,8,52,87,35,77,12,87,10.811,54.938045,44.127045,22.749449,12.8754384,15.9994,54.8,2348,2293.2,806.28,901.776,54.8,7,16,9,13.6,2.88,16,2,4,2,2.4,0.64,2,66,139,73,84.2,21.92,66,1.55,3.44,1.89,2.782,0.7896,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,5,5,1,1.6,0,0,0,0,0,0,0,3,7,4,5.6,1.04,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,7.1725,10.48758621,3.315086207,8.995017241,0.729006897,9.105,0,1.524,1.524,0.3048,0.48768,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,217,205,83.8,86.16,12,B3+1 Mn3+1 O2-3,-2,3,5,3.273268354
AsPtO3,As,Pt,3.956,3.956,3.956,90,90,90,0,cubic,12.386,-0.009,-0.053,-0.43,1.024,As1 Pt1 O3,8,78,70,27,22.8,8,63,87,24,81.6,7.44,87,15.9994,195.084,179.0846,63.60076,57.121632,15.9994,54.8,2041.4,1986.6,659.16,725.232,54.8,10,16,6,14.6,1.84,16,2,6,4,3.2,1.44,2,66,136,70,90.6,29.52,66,2.18,3.44,1.26,2.956,0.5808,3.44,1,2,1,1.8,0.32,2,0,4,4,3,1.2,4,0,10,10,3.8,4.56,0,0,14,14,2.8,4.48,0,6,24,18,11.4,6.48,6,0,1,1,0.2,0.32,0,0,3,3,1.8,0.72,2,0,1,1,0.2,0.32,0,0,0,0,0,0,0,2,3,1,2.2,0.32,2,9.105,22.175,13.07,12.902,4.5564,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,85.4,88.08,12,As2+1 Pt4+1 O2-3,-2,4,6,3.380617019
RuNiO3,Ru,Ni,3.65,3.65,3.65,90,90,90,0,cubic,9.724,1.157,-0.048,-3.858,1.208,Ru1 Ni1 O3,8,44,36,19.2,13.44,8,56,87,31,75.6,13.68,87,15.9994,101.07,85.0706,41.55232,30.663504,15.9994,54.8,2607,2552.2,899.88,1014.096,54.8,8,16,8,13.2,3.36,16,2,5,3,3,1.2,2,66,146,80,93.6,33.12,66,1.91,3.44,1.53,2.886,0.6648,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,3,3.6,0,0,0,0,0,0,0,6,10,4,7.2,1.44,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,3,3,1,1.2,0,0,0,0,0,0,0,2,4,2,2.4,0.64,2,9.105,13.51,4.405,10.229,1.3488,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.11907894,0.190526304,0,12,225,213,91,94.8,12,Ru4+1 Ni2+1 O2-3,-2,4,6,3.380617019
RuBiO3,Ru,Bi,4.22,4.22,4.22,90,90,90,0,cubic,15.027,0.722,-0.047,-0.245,1.267,Ru1 Bi1 O3,8,83,75,30.2,26.64,8,56,87,31,80.6,9.84,87,15.9994,208.9804,192.981,71.60972,66.732384,15.9994,54.8,2607,2552.2,663.16,777.536,54.8,8,16,8,14.2,2.48,16,2,6,4,3.4,1.68,2,66,148,82,98.4,38.88,66,2.02,3.44,1.42,2.908,0.6384,3.44,1,2,1,1.8,0.32,2,0,4,4,3,1.2,4,0,10,10,3.4,4.08,0,0,14,14,2.8,4.48,0,6,29,23,11,7.2,6,0,1,1,0.2,0.32,0,0,3,3,1.8,0.72,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,4,2,2.6,0.72,2,9.105,32.95,23.845,14.755,7.278,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,48.4,58.24,12,Ru3+1 Bi3+1 O2-3,-2,3,5,3.273268354
TaBiO3,Ta,Bi,4.281,4.281,4.281,90,90,90,0,cubic,15.692,0.58,-0.046,-5.978,2.423,Ta1 Bi1 O3,8,83,75,36,33.6,8,48,87,39,79,12.4,87,15.9994,208.9804,192.981,87.585296,85.9030752,15.9994,54.8,3290,3235.2,799.76,996.096,54.8,5,16,11,13.6,3.44,16,2,6,4,3.6,1.92,2,66,170,104,103.2,44.64,66,1.5,3.44,1.94,2.768,0.8064,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2.6,3.12,0,0,14,14,5.6,6.72,0,6,29,23,13.2,8.64,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,7,5,3.2,1.52,2,9.105,32.95,23.845,15.677,7.8864,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,55.4,69.44,12,Ta3+1 Bi3+1 O2-3,-2,3,5,3.273268354
CrHgO3,Cr,Hg,4.129,4.129,4.129,90,90,90,0,cubic,14.08,0.763,-0.046,-6.395,1.406,Cr1 Hg1 O3,8,80,72,25.6,21.76,8,49,87,38,76.2,12.96,87,15.9994,200.59,184.5906,60.11686,56.189256,15.9994,54.8,2180,2125.2,515.744,665.7024,54.8,6,16,10,13.2,3.36,16,2,6,4,3.2,1.44,2,66,139,73,93.8,33.36,66,1.66,3.44,1.78,2.796,0.7728,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,3,3.6,0,0,14,14,2.8,4.48,0,6,26,20,10,6.4,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,6,6,2.4,1.44,2,9.105,25.23758621,16.13258621,12.74851724,4.995627586,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,86.2,89.04,12,Cr4+1 Hg2+1 O2-3,-2,4,6,3.380617019
RuZnO3,Ru,Zn,3.81,3.81,3.81,90,90,90,0,cubic,11.06,1.041,-0.039,-5.64,1.381,Ru1 Zn1 O3,8,44,36,19.6,13.92,8,56,87,31,77.2,11.76,87,15.9994,101.07,85.0706,42.88964,32.268288,15.9994,54.8,2607,2552.2,692.816,765.6736,54.8,8,16,8,13.6,2.88,16,2,5,3,3,1.2,2,66,146,80,93.2,32.64,66,1.65,3.44,1.79,2.834,0.7272,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,3.4,4.08,0,0,0,0,0,0,0,6,12,6,7.6,1.92,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,13.96,4.855,10.957,2.2224,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Ru4+1 Zn2+1 O2-3,-2,4,6,3.380617019
RhNiO3,Rh,Ni,3.69,3.69,3.69,90,90,90,0,cubic,10.05,1.007,-0.036,-3.845,1.083,Rh1 Ni1 O3,8,45,37,19.4,13.68,8,59,87,28,76.2,12.96,87,15.9994,102.9055,86.9061,41.91942,31.104024,15.9994,54.8,2237,2182.2,825.88,925.296,54.8,9,16,7,13.4,3.12,16,2,5,3,3,1.2,2,66,142,76,92.8,32.16,66,1.91,3.44,1.53,2.902,0.6456,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,3.2,3.84,0,0,0,0,0,0,0,6,10,4,7.4,1.68,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,2,2,0.8,0.96,0,0,0,0,0,0,0,2,3,1,2.2,0.32,2,9.105,13.64,4.535,10.255,1.38,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.11907894,0.190526304,0,12,225,213,97.2,102.24,12,Rh4+1 Ni2+1 O2-3,-2,4,6,3.380617019
CuPtO3,Cu,Pt,3.914,3.914,3.914,90,90,90,0,cubic,11.993,0.318,-0.034,-0.639,0.733,Cu1 Pt1 O3,8,78,70,26.2,21.84,8,63,87,24,77.6,11.28,87,15.9994,195.084,179.0846,61.32564,54.391488,15.9994,54.8,2041.4,1986.6,712.714,789.4968,54.8,10,16,6,13.8,2.64,16,2,6,4,3.2,1.44,2,66,136,70,93.2,32.64,66,1.9,3.44,1.54,2.9,0.648,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,10,10,3.8,4.56,0,0,14,14,2.8,4.48,0,6,24,18,10.6,5.52,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,1,1,0.2,0.32,0,0,0,0,0,0,0,1,2,1,1.8,0.32,2,9.105,15.02,5.915,10.681,1.8912,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,Cu+1 Pt5+1 O2-3,-2,5,7,3.683941988
WSbO3,W,Sb,4.081,4.081,4.081,90,90,90,0,cubic,13.594,0.869,-0.034,-4.124,1.923,W1 Sb1 O3,8,74,66,29.8,26.16,8,51,87,36,79.4,11.36,87,15.9994,183.84,167.8406,70.71964,65.664288,15.9994,54.8,3695,3640.2,952.636,1096.9456,54.8,6,16,10,13.8,3.12,16,2,6,4,3.4,1.68,2,66,162,96,99.8,40.56,66,2.05,3.44,1.39,2.946,0.5928,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2.8,3.36,0,0,14,14,2.8,4.48,0,6,20,14,10.6,5.52,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,6,6,1.2,1.92,0,0,0,0,0,0,0,2,6,4,3,1.2,2,9.105,31.56,22.455,14.985,7.056,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,86.2,89.04,12,W3+1 Sb3+1 O2-3,-2,3,5,3.273268354
WCuO3,W,Cu,3.686,3.686,3.686,90,90,90,0,cubic,10.017,0.482,-0.03,-6.148,1.927,W1 Cu1 O3,8,74,66,25.4,20.88,8,51,87,36,75.2,14.16,87,15.9994,183.84,167.8406,59.07684,51.692928,15.9994,54.8,3695,3640.2,1043.434,1186.3608,54.8,6,16,10,13,3.6,16,2,6,4,3.2,1.44,2,66,162,96,98.4,38.88,66,1.9,3.44,1.54,2.916,0.6288,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.8,3.36,0,0,14,14,2.8,4.48,0,6,20,14,9.8,4.56,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,6,6,1.2,1.92,0,0,0,0,0,0,0,1,6,5,2.6,1.36,2,9.105,16.05,6.945,10.887,2.1384,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,W5+1 Cu+1 O2-3,-2,5,7,3.683941988
BOsO3,B,Os,3.829,3.829,3.829,90,90,90,0,cubic,11.227,-0.002,-0.029,2.486,1.805,B1 Os1 O3,5,76,71,21,22,8,57,87,30,78,10.8,87,10.811,190.23,179.419,49.80784,56.168864,15.9994,54.8,3306,3251.2,1163.68,1330.656,54.8,8,16,8,13.8,2.64,16,2,6,4,2.8,1.28,2,66,144,78,85.2,23.52,66,2.04,3.44,1.4,2.912,0.6336,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,6,6,1.2,1.92,0,0,14,14,2.8,4.48,0,3,22,19,8.6,5.36,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,2,5,3,3,1.2,2,7.1725,14.09,6.9175,9.7155,1.7498,9.105,0,1.524,1.524,0.3048,0.48768,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,B3+1 Os3+1 O2-3,-2,3,5,3.273268354
ReSbO3,Re,Sb,4.095,4.095,4.095,90,90,90,0,cubic,13.731,1.054,-0.026,-1.994,1.539,Re1 Sb1 O3,8,75,67,30,26.4,8,54,87,33,80,10.4,87,15.9994,186.207,170.2076,71.19304,66.232368,15.9994,54.8,3459,3404.2,905.436,1021.4256,54.8,7,16,9,14,2.8,16,2,6,4,3.4,1.68,2,66,151,85,97.6,37.92,66,1.9,3.44,1.54,2.854,0.7032,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,3,3.6,0,0,14,14,2.8,4.48,0,6,21,15,10.8,5.76,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,5,3,2.8,0.96,2,9.105,31.56,22.455,14.706,6.7416,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,Re3+1 Sb3+1 O2-3,-2,3,5,3.273268354
OsTcO3,Os,Tc,3.89,3.89,3.89,90,90,90,0,cubic,11.774,0.646,-0.023,-0.955,1.346,Os1 Tc1 O3,8,76,68,28.6,24.72,8,53,87,34,74.2,15.36,87,15.9994,190.23,174.2306,67.24564,61.495488,15.9994,54.8,3306,3251.2,1180.08,1350.336,54.8,7,16,9,12.6,4.08,16,2,6,4,3.4,1.68,2,66,147,81,97.8,38.16,66,1.9,3.44,1.54,2.884,0.6672,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,2.2,2.64,0,0,14,14,2.8,4.48,0,6,22,16,9.4,5.04,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1.8,2.16,0,0,0,0,0,0,0,2,5,3,3,1.2,2,9.105,14.285,5.18,11.138,2.4396,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Os-1 Tc7+1 O2-3,-2,7,9,4.705619741
RhZnO3,Rh,Zn,3.81,3.81,3.81,90,90,90,0,cubic,11.062,0.862,-0.016,-5.935,1.266,Rh1 Zn1 O3,8,45,37,19.8,14.16,8,59,87,28,77.8,11.04,87,15.9994,102.9055,86.9061,43.25674,32.708808,15.9994,54.8,2237,2182.2,618.816,676.8192,54.8,9,16,7,13.8,2.64,16,2,5,3,3,1.2,2,66,142,76,92.4,31.68,66,1.65,3.44,1.79,2.85,0.708,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,3.6,4.32,0,0,0,0,0,0,0,6,12,6,7.8,2.16,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,2,2,0.4,0.64,0,0,0,0,0,0,0,0,3,3,1.8,0.72,2,9.105,13.96,4.855,10.983,2.2536,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Rh4+1 Zn2+1 O2-3,-2,4,6,3.380617019
OsReO3,Os,Re,3.9,3.9,3.9,90,90,90,0,cubic,11.862,0.652,-0.011,-1.121,1.509,Os1 Re1 O3,8,76,68,35,32.4,8,54,87,33,74.4,15.12,87,15.9994,190.23,174.2306,84.88704,82.665168,15.9994,54.8,3459,3404.2,1385.88,1597.296,54.8,7,16,9,12.6,4.08,16,2,6,4,3.6,1.92,2,66,151,85,98.6,39.12,66,1.9,3.44,1.54,2.884,0.6672,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,2.2,2.64,0,0,14,14,5.6,6.72,0,6,22,16,12.2,7.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1.8,2.16,0,0,0,0,0,0,0,2,5,3,3,1.2,2,9.105,14.655,5.55,11.212,2.5284,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Os-1 Re7+1 O2-3,-2,7,9,4.705619741
OsFeO3,Os,Fe,3.817,3.817,3.817,90,90,90,0,cubic,11.12,1.844,-0.009,-4.938,1.338,Os1 Fe1 O3,8,76,68,25.2,20.64,8,55,87,32,74.6,14.88,87,15.9994,190.23,174.2306,58.81464,52.566144,15.9994,54.8,3306,3251.2,1056.28,1201.776,54.8,8,16,8,12.8,3.84,16,2,6,4,3.2,1.44,2,66,144,78,94.8,34.56,66,1.83,3.44,1.61,2.87,0.684,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,2.4,2.88,0,0,14,14,2.8,4.48,0,6,22,16,9.6,4.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,4,4,1.6,1.92,0,0,0,0,0,0,0,2,4,2,2.8,0.96,2,9.105,14.09,4.985,10.427,1.5864,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,91.8,95.76,12,Os3+1 Fe3+1 O2-3,-2,3,5,3.273268354
RhIrO3,Rh,Ir,3.884,3.884,3.884,90,90,90,0,cubic,11.719,0.506,-0.007,0.624,0.943,Rh1 Ir1 O3,8,77,69,29.2,25.44,8,59,87,28,76,13.2,87,15.9994,192.217,176.2176,68.62414,63.149688,15.9994,54.8,2739,2684.2,1028.08,1167.936,54.8,9,16,7,13.2,3.36,16,2,6,4,3.4,1.68,2,66,142,76,96.2,36.24,66,2.2,3.44,1.24,2.96,0.576,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,3,3.6,0,0,14,14,2.8,4.48,0,6,23,17,10,5.2,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,3,3,1,1.2,0,0,0,0,0,0,0,2,3,1,2.4,0.48,2,9.105,14.21,5.105,11.033,2.3136,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,Rh3+1 Ir3+1 O2-3,-2,3,5,3.273268354
RhIrO3,Rh,Ir,3.884,3.884,3.884,90,90,90,0,cubic,11.719,0.506,-0.007,0.624,0.943,Rh1 Ir1 O3,8,77,69,29.2,25.44,8,59,87,28,76,13.2,87,15.9994,192.217,176.2176,68.62414,63.149688,15.9994,54.8,2739,2684.2,1028.08,1167.936,54.8,9,16,7,13.2,3.36,16,2,6,4,3.4,1.68,2,66,142,76,96.2,36.24,66,2.2,3.44,1.24,2.96,0.576,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,3,3.6,0,0,14,14,2.8,4.48,0,6,23,17,10,5.2,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,3,3,1,1.2,0,0,0,0,0,0,0,2,3,1,2.4,0.48,2,9.105,14.21,5.105,11.033,2.3136,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,Rh3+1 Ir3+1 O2-3,-2,3,5,3.273268354
Rh2O3,Rh,Rh,3.88,3.88,3.88,90,90,90,0,cubic,11.681,0.762,-0.004,0.096,0.93,Rh2 O3,8,45,37,22.8,17.76,8,59,87,28,75.8,13.44,87,15.9994,102.9055,86.9061,50.76184,41.714928,15.9994,54.8,2237,2182.2,927.68,1047.456,54.8,9,16,7,13.2,3.36,16,2,5,3,3.2,1.44,2,66,142,76,96.4,36.48,66,2.28,3.44,1.16,2.976,0.5568,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,8,8,3.2,3.84,0,0,0,0,0,0,0,6,9,3,7.2,1.44,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,2,2,0.8,0.96,0,0,0,0,0,0,0,2,3,1,2.4,0.48,2,9.105,13.64,4.535,10.919,2.1768,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,Rh3+2 O2-3,-2,3,5,3.535533906
OsYbO3,Os,Yb,4.125,4.125,4.125,90,90,90,0,cubic,14.04,1.213,0.001,-12.339,0.294,Os1 Yb1 O3,8,76,68,34,31.2,8,39,87,48,71.4,18.72,87,15.9994,190.23,174.2306,82.25644,79.508448,15.9994,54.8,3306,3251.2,912.48,1029.216,54.8,3,16,13,11.8,5.04,16,2,6,4,3.6,1.92,2,66,187,121,105.8,47.76,66,1.26,3.44,2.18,2.756,0.8208,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,1.2,1.92,0,0,14,14,5.6,6.72,0,6,22,16,11.2,6.24,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,34.12,25.015,15.105,7.606,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Os3+1 Yb3+1 O2-3,-2,3,5,3.273268354
